"ID","COD_GRUPO","NOTA","CULTURA","LIVROS","TRABALHO"
128,"Pedagogia (Licenciatura)",67,"5","7","Trabalho ate 20 horas semanais"
129,"Pedagogia (Licenciatura)",54.9,"3","5","Trabalho Eventualmente"
130,"Pedagogia (Licenciatura)",65.2,"6","7","Nao Estou Trabalhando"
131,"Pedagogia (Licenciatura)",42.6,"5","7","Nao Estou Trabalhando"
132,"Pedagogia (Licenciatura)",56.2,"4","7","Nao Estou Trabalhando"
133,"Pedagogia (Licenciatura)",58.5,"6","2","Nao Estou Trabalhando"
134,"Pedagogia (Licenciatura)",46.2,"6","5","Trabalho ate 20 horas semanais"
135,"Pedagogia (Licenciatura)",58.5,"5","2","Nao Estou Trabalhando"
136,"Pedagogia (Licenciatura)",36.2,"6","2","Trabalho 40 horas semanais ou mais"
137,"Pedagogia (Licenciatura)",50.2,"5","2","Trabalho 40 horas semanais ou mais"
138,"Pedagogia (Licenciatura)",74.5,"6","5","Trabalho 40 horas semanais ou mais"
139,"Pedagogia (Licenciatura)",47,"6","5","Nao Estou Trabalhando"
140,"Pedagogia (Licenciatura)",48.3,"4","5","Trabalho 40 horas semanais ou mais"
141,"Pedagogia (Licenciatura)",69.6,"5","7","Trabalho 40 horas semanais ou mais"
142,"Pedagogia (Licenciatura)",59.9,"4","5","Nao Estou Trabalhando"
143,"Pedagogia (Licenciatura)",58.4,"5","5","Trabalho 40 horas semanais ou mais"
144,"Pedagogia (Licenciatura)",46.8,"4","5","Nao Estou Trabalhando"
145,"Pedagogia (Licenciatura)",29.3,"6","2","Nao Estou Trabalhando"
146,"Pedagogia (Licenciatura)",46,"3","5","Trabalho ate 20 horas semanais"
147,"Pedagogia (Licenciatura)",35.6,"5","7","Trabalho 40 horas semanais ou mais"
148,"Pedagogia (Licenciatura)",66.8,"6","7","Nao Estou Trabalhando"
149,"Pedagogia (Licenciatura)",66,"4","9","Nao Estou Trabalhando"
150,"Pedagogia (Licenciatura)",51.4,"3","5","Nao Estou Trabalhando"
151,"Pedagogia (Licenciatura)",65,"6","5","Nao Estou Trabalhando"
152,"Pedagogia (Licenciatura)",65.7,"3","7","Trabalho 40 horas semanais ou mais"
153,"Pedagogia (Licenciatura)",58.5,"6","0","Trabalho 40 horas semanais ou mais"
154,"Pedagogia (Licenciatura)",48.3,"6","5","Nao Estou Trabalhando"
155,"Pedagogia (Licenciatura)",45,"5","2","Trabalho 40 horas semanais ou mais"
156,"Pedagogia (Licenciatura)",44.9,"2","5","Nao Estou Trabalhando"
157,"Pedagogia (Licenciatura)",45.3,"5","5","Nao Estou Trabalhando"
158,"Pedagogia (Licenciatura)",43.9,"6","5","Nao Estou Trabalhando"
159,"Pedagogia (Licenciatura)",30.6,"5","5","Trabalho ate 20 horas semanais"
160,"Pedagogia (Licenciatura)",62.6,"6","7","Nao Estou Trabalhando"
161,"Pedagogia (Licenciatura)",46.3,"6","7","Nao Estou Trabalhando"
162,"Pedagogia (Licenciatura)",52.1,"5","2","Trabalho de 21 a 31 horas semanais"
163,"Pedagogia (Licenciatura)",46.5,"4","2","Trabalho 40 horas semanais ou mais"
164,"Pedagogia (Licenciatura)",59.8,"6","5","Nao Estou Trabalhando"
165,"Pedagogia (Licenciatura)",49.5,"0","2","Nao Estou Trabalhando"
166,"Pedagogia (Licenciatura)",23.4,"5","5","Trabalho 40 horas semanais ou mais"
167,"Pedagogia (Licenciatura)",54,"2","2","Nao Estou Trabalhando"
168,"Pedagogia (Licenciatura)",29.5,"4","2","Nao Estou Trabalhando"
169,"Pedagogia (Licenciatura)",59.7,"4","2","Nao Estou Trabalhando"
170,"Pedagogia (Licenciatura)",48.2,"5","2","Trabalho 40 horas semanais ou mais"
171,"Pedagogia (Licenciatura)",54.8,"4","5","Nao Estou Trabalhando"
172,"Pedagogia (Licenciatura)",29.5,"3","5","Trabalho 40 horas semanais ou mais"
173,"Pedagogia (Licenciatura)",50.2,"6","5","Trabalho ate 20 horas semanais"
174,"Pedagogia (Licenciatura)",57.5,"4","5","Nao Estou Trabalhando"
175,"Pedagogia (Licenciatura)",70,"4","7","Trabalho ate 20 horas semanais"
176,"Pedagogia (Licenciatura)",48.9,"3","5","Trabalho 40 horas semanais ou mais"
177,"Pedagogia (Licenciatura)",65.7,"3","9","Trabalho de 21 a 31 horas semanais"
178,"Pedagogia (Licenciatura)",35.2,"5","5","Trabalho Eventualmente"
179,"Pedagogia (Licenciatura)",44.3,"5","0","Trabalho Eventualmente"
180,"Pedagogia (Licenciatura)",69.6,"6","5","Trabalho ate 20 horas semanais"
181,"Pedagogia (Licenciatura)",39.9,"2","7","Nao Estou Trabalhando"
182,"Pedagogia (Licenciatura)",33.4,"5","2","Trabalho 40 horas semanais ou mais"
183,"Pedagogia (Licenciatura)",40,"6","5","Nao Estou Trabalhando"
184,"Pedagogia (Licenciatura)",45.6,"3","9","Trabalho ate 20 horas semanais"
185,"Pedagogia (Licenciatura)",30.4,"5","5","Nao Estou Trabalhando"
186,"Pedagogia (Licenciatura)",40.9,"6","5","Nao Estou Trabalhando"
187,"Pedagogia (Licenciatura)",49.6,"2","5","Trabalho de 21 a 31 horas semanais"
188,"Pedagogia (Licenciatura)",46.7,"6","2","Nao Estou Trabalhando"
189,"Pedagogia (Licenciatura)",32.6,"3","5","Trabalho de 21 a 31 horas semanais"
190,"Pedagogia (Licenciatura)",22.6,"4","2","Trabalho 40 horas semanais ou mais"
191,"Pedagogia (Licenciatura)",48.9,"5","5","Nao Estou Trabalhando"
192,"Pedagogia (Licenciatura)",62.6,"5","9","Nao Estou Trabalhando"
193,"Pedagogia (Licenciatura)",53.3,"4","5","Nao Estou Trabalhando"
194,"Pedagogia (Licenciatura)",39.8,"4","2","Nao Estou Trabalhando"
195,"Pedagogia (Licenciatura)",34,"6","7","Trabalho 40 horas semanais ou mais"
196,"Pedagogia (Licenciatura)",53,"5","5","Nao Estou Trabalhando"
197,"Pedagogia (Licenciatura)",47.3,"6","2","Trabalho ate 20 horas semanais"
198,"Pedagogia (Licenciatura)",58.4,"4","2","Nao Estou Trabalhando"
199,"Pedagogia (Licenciatura)",59.2,"5","2","Trabalho de 21 a 31 horas semanais"
200,"Pedagogia (Licenciatura)",37,"6","2","Nao Estou Trabalhando"
201,"Pedagogia (Licenciatura)",61,"6","5","Nao Estou Trabalhando"
202,"Pedagogia (Licenciatura)",41.9,"5","7","Nao Estou Trabalhando"
203,"Pedagogia (Licenciatura)",58.6,"4","5","Nao Estou Trabalhando"
204,"Pedagogia (Licenciatura)",40.3,"6","2","Trabalho 40 horas semanais ou mais"
205,"Ciencias Sociais (Licenciatura)",39.6,"6","2","Trabalho 40 horas semanais ou mais"
206,"Ciencias Sociais (Licenciatura)",58.9,"2","5","Nao Estou Trabalhando"
208,"Ciencias Sociais (Licenciatura)",55.2,"3","7","Trabalho Eventualmente"
209,"Ciencias Sociais (Licenciatura)",55,"4","9","Trabalho ate 20 horas semanais"
210,"Ciencias Sociais (Licenciatura)",71.3,"4","9","Trabalho Eventualmente"
211,"Ciencias Sociais (Licenciatura)",57.7,"6","9","Nao Estou Trabalhando"
212,"Ciencias Sociais (Licenciatura)",73.4,"6","2","Nao Estou Trabalhando"
213,"Ciencias Sociais (Licenciatura)",59.6,"0","5","Nao Estou Trabalhando"
214,"Ciencias Sociais (Licenciatura)",52.4,"4","9","Trabalho Eventualmente"
215,"Ciencias Sociais (Licenciatura)",70,"1","5","Nao Estou Trabalhando"
216,"Ciencias Sociais (Licenciatura)",57.5,"2","2","Nao Estou Trabalhando"
217,"Ciencias Sociais (Licenciatura)",46.8,"4","2","Nao Estou Trabalhando"
218,"Ciencias Sociais (Licenciatura)",44.5,"4","5","Nao Estou Trabalhando"
219,"Ciencias Sociais (Licenciatura)",65.7,"3","5","Trabalho de 21 a 31 horas semanais"
220,"Ciencias Sociais (Licenciatura)",65,"6","5","Nao Estou Trabalhando"
221,"Ciencias Sociais (Licenciatura)",57.8,"4","9","Nao Estou Trabalhando"
222,"Ciencias Sociais (Licenciatura)",52.4,"2","5","Nao Estou Trabalhando"
223,"Ciencias Sociais (Licenciatura)",51.6,"6","7","Nao Estou Trabalhando"
224,"Engenharia Eletrica",60.7,"1","9","Nao Estou Trabalhando"
225,"Engenharia Eletrica",63.5,"0","9","Trabalho Eventualmente"
226,"Engenharia Eletrica",45.5,"2","9","Nao Estou Trabalhando"
227,"Engenharia Eletrica",46,"4","2","Nao Estou Trabalhando"
228,"Engenharia Eletrica",44.3,"0","5","Nao Estou Trabalhando"
229,"Engenharia Eletrica",21.4,"2","2","Nao Estou Trabalhando"
230,"Engenharia Eletrica",59.2,"0","2","Nao Estou Trabalhando"
231,"Engenharia Eletrica",38,"3","5","Nao Estou Trabalhando"
232,"Engenharia Eletrica",39.4,"4","7","Nao Estou Trabalhando"
233,"Engenharia Eletrica",37.4,"3","9","Nao Estou Trabalhando"
234,"Engenharia Eletrica",67,"3","2","Nao Estou Trabalhando"
235,"Engenharia Eletrica",49.3,"4","7","Trabalho ate 20 horas semanais"
236,"Engenharia Eletrica",36.8,"5","5","Nao Estou Trabalhando"
237,"Engenharia Eletrica",49.5,"1","2","Nao Estou Trabalhando"
238,"Engenharia Eletrica",46.1,"4","0","Nao Estou Trabalhando"
239,"Engenharia Eletrica",40.8,"2","2","Nao Estou Trabalhando"
240,"Engenharia Eletrica",59.6,"2","0","Nao Estou Trabalhando"
241,"Engenharia Eletrica",42.9,"4","7","Nao Estou Trabalhando"
242,"Engenharia Eletrica",40,"4","2","Nao Estou Trabalhando"
243,"Engenharia Eletrica",57.2,"6","2","Nao Estou Trabalhando"
244,"Engenharia Eletrica",40.2,"4","0","Nao Estou Trabalhando"
245,"Engenharia Eletrica",43.6,"1","2","Nao Estou Trabalhando"
246,"Engenharia Eletrica",46.3,"5","0","Nao Estou Trabalhando"
247,"Engenharia Eletrica",57.2,"2","0","Nao Estou Trabalhando"
248,"Engenharia Eletrica",55.2,"1","2","Nao Estou Trabalhando"
249,"Engenharia Eletrica",61.8,"2","2","Nao Estou Trabalhando"
250,"Engenharia Eletrica",59.5,"0","7","Trabalho de 21 a 31 horas semanais"
251,"Engenharia Eletrica",41.9,"1","5","Nao Estou Trabalhando"
252,"Engenharia Eletrica",33.1,"0","0","Nao Estou Trabalhando"
253,"Engenharia Eletrica",37.3,"1","5","Nao Estou Trabalhando"
254,"Engenharia Eletrica",47.3,"6","5","Nao Estou Trabalhando"
255,"Engenharia Eletrica",34.3,"0","2","Nao Estou Trabalhando"
256,"Engenharia Eletrica",42.9,"1","2","Nao Estou Trabalhando"
257,"Engenharia Eletrica",28.8,"4","2","Nao Estou Trabalhando"
258,"Engenharia Eletrica",53.4,"4","9","Nao Estou Trabalhando"
259,"Engenharia Eletrica",41.8,"1","9","Nao Estou Trabalhando"
260,"Engenharia Eletrica",58.4,"1","2","Nao Estou Trabalhando"
261,"Engenharia Eletrica",38.6,"1","2","Nao Estou Trabalhando"
262,"Engenharia Eletrica",37.8,"0","2","Nao Estou Trabalhando"
263,"Engenharia Eletrica",71.4,"1","2","Trabalho de 21 a 31 horas semanais"
264,"Engenharia Eletrica",26.9,"1","0","Nao Estou Trabalhando"
265,"Engenharia Eletrica",68.8,"3","2","Nao Estou Trabalhando"
266,"Engenharia Eletrica",48.3,"1","9","Nao Estou Trabalhando"
267,"Engenharia Eletrica",56.6,"0","0","Nao Estou Trabalhando"
268,"Engenharia Eletrica",25.3,"3","0","Nao Estou Trabalhando"
269,"Engenharia Eletrica",53.2,"5","9","Nao Estou Trabalhando"
270,"Engenharia Eletrica",56.1,"1","2","Trabalho de 21 a 31 horas semanais"
271,"Engenharia Eletrica",42,"0","0","Nao Estou Trabalhando"
272,"Engenharia Eletrica",52.4,"3","0","Trabalho de 21 a 31 horas semanais"
273,"Engenharia Eletrica",68.1,"1","0","Nao Estou Trabalhando"
274,"Engenharia Eletrica",44.3,"3","2","Nao Estou Trabalhando"
275,"Engenharia Eletrica",69.9,"3","9","Nao Estou Trabalhando"
276,"Engenharia Eletrica",34.1,"2","7","Nao Estou Trabalhando"
277,"Engenharia Eletrica",36.5,"1","5","Nao Estou Trabalhando"
278,"Engenharia Eletrica",38.5,"1","7","Nao Estou Trabalhando"
279,"Engenharia Eletrica",44.9,"5","5","Trabalho de 21 a 31 horas semanais"
280,"Engenharia Eletrica",42.9,"3","0","Nao Estou Trabalhando"
281,"Engenharia Eletrica",42,"4","5","Nao Estou Trabalhando"
282,"Engenharia Eletrica",44.1,"1","5","Nao Estou Trabalhando"
283,"Engenharia Eletrica",30.6,"4","7","Nao Estou Trabalhando"
284,"Engenharia Eletrica",65.7,"3","0","Nao Estou Trabalhando"
285,"Engenharia Eletrica",59.7,"1","5","Nao Estou Trabalhando"
286,"Engenharia Eletrica",52.5,"2","5","Nao Estou Trabalhando"
287,"Engenharia Eletrica",39.8,"5","2","Nao Estou Trabalhando"
288,"Engenharia Eletrica",34.3,"2","9","Trabalho ate 20 horas semanais"
289,"Engenharia Eletrica",41.9,"4","2","Nao Estou Trabalhando"
290,"Engenharia Eletrica",51.1,"3","0","Nao Estou Trabalhando"
291,"Engenharia Eletrica",53.1,"0","0","Nao Estou Trabalhando"
292,"Engenharia Eletrica",24.9,"0","2","Nao Estou Trabalhando"
293,"Engenharia Eletrica",47.7,"4","5","Nao Estou Trabalhando"
294,"Engenharia Eletrica",43.9,"6","2","Nao Estou Trabalhando"
295,"Engenharia Eletrica",43.9,"1","2","Trabalho ate 20 horas semanais"
296,"Engenharia Eletrica",45.8,"2","7","Nao Estou Trabalhando"
297,"Engenharia Eletrica",23.3,"2","2","Nao Estou Trabalhando"
298,"Engenharia Eletrica",26.9,"6","0","Trabalho Eventualmente"
299,"Engenharia Eletrica",42.7,"0","2","Nao Estou Trabalhando"
300,"Engenharia Eletrica",57.7,"1","2","Nao Estou Trabalhando"
301,"Engenharia Eletrica",30.4,"1","2","Nao Estou Trabalhando"
302,"Engenharia Eletrica",51,"2","9","Nao Estou Trabalhando"
303,"Engenharia Eletrica",53.5,"4","0","Nao Estou Trabalhando"
304,"Engenharia Eletrica",44.2,"1","2","Nao Estou Trabalhando"
305,"Engenharia Eletrica",24.6,"0","2","Nao Estou Trabalhando"
306,"Engenharia Eletrica",42.1,"0","0","Nao Estou Trabalhando"
307,"Engenharia Eletrica",27.6,"2","5","Nao Estou Trabalhando"
308,"Engenharia Eletrica",70,"1","2","Nao Estou Trabalhando"
309,"Engenharia Eletrica",40.8,"3","2","Trabalho de 21 a 31 horas semanais"
310,"Engenharia Eletrica",53.3,"4","5","Nao Estou Trabalhando"
311,"Engenharia Eletrica",30.4,"1","2","Nao Estou Trabalhando"
312,"Engenharia Eletrica",25.2,"4","2","Nao Estou Trabalhando"
313,"Engenharia Eletrica",63.6,"2","2","Nao Estou Trabalhando"
314,"Engenharia Eletrica",50.8,"1","2","Trabalho ate 20 horas semanais"
315,"Engenharia Eletrica",28,"6","9","Trabalho Eventualmente"
316,"Engenharia Eletrica",61.3,"5","9","Trabalho de 21 a 31 horas semanais"
317,"Engenharia Eletrica",48.2,"5","2","Nao Estou Trabalhando"
318,"Engenharia Eletrica",69.4,"3","5","Nao Estou Trabalhando"
319,"Engenharia Eletrica",57.1,"0","5","Nao Estou Trabalhando"
320,"Engenharia Eletrica",42.5,"0","5","Nao Estou Trabalhando"
322,"Engenharia Eletrica",64.2,"3","2","Nao Estou Trabalhando"
323,"Engenharia Eletrica",38.8,"1","5","Nao Estou Trabalhando"
324,"Engenharia Eletrica",63.9,"4","5","Nao Estou Trabalhando"
325,"Engenharia Eletrica",50,"1","0","Nao Estou Trabalhando"
326,"Engenharia Eletrica",25.1,"0","0","Nao Estou Trabalhando"
327,"Engenharia Eletrica",57.3,"3","5","Nao Estou Trabalhando"
328,"Engenharia Eletrica",37.5,"3","0","Trabalho ate 20 horas semanais"
329,"Engenharia Eletrica",61.5,"5","0","Trabalho ate 20 horas semanais"
330,"Engenharia Eletrica",42.2,"1","2","Nao Estou Trabalhando"
331,"Engenharia Eletrica",57.4,"0","0","Nao Estou Trabalhando"
332,"Engenharia Eletrica",45.9,"1","0","Nao Estou Trabalhando"
333,"Engenharia Eletrica",60.9,"0","2","Nao Estou Trabalhando"
334,"Engenharia Eletrica",49.1,"3","0","Nao Estou Trabalhando"
335,"Engenharia Eletrica",49.9,"3","7","Nao Estou Trabalhando"
336,"Engenharia Eletrica",28.4,"0","5","Nao Estou Trabalhando"
337,"Engenharia Eletrica",17.6,"1","0","Nao Estou Trabalhando"
338,"Engenharia Eletrica",39.2,"4","0","Nao Estou Trabalhando"
339,"Engenharia Eletrica",55.6,"1","0","Trabalho Eventualmente"
340,"Engenharia Eletrica",33.3,"3","5","Nao Estou Trabalhando"
341,"Engenharia Eletrica",48.8,"4","2","Nao Estou Trabalhando"
342,"Engenharia Eletrica",38.8,"1","2","Nao Estou Trabalhando"
343,"Engenharia Eletrica",27.7,"2","2","Nao Estou Trabalhando"
344,"Engenharia Eletrica",48.4,"2","9","Nao Estou Trabalhando"
345,"Engenharia Eletrica",61.5,"1","5","Nao Estou Trabalhando"
346,"Engenharia Eletrica",36.5,"2","0","Nao Estou Trabalhando"
347,"Engenharia Eletrica",21.9,"5","2","Nao Estou Trabalhando"
348,"Engenharia Eletrica",33.4,"0","7","Nao Estou Trabalhando"
349,"Engenharia Eletrica",37.5,"3","9","Nao Estou Trabalhando"
350,"Engenharia Eletrica",50.3,"4","0","Nao Estou Trabalhando"
351,"Engenharia Eletrica",32.8,"0","2","Nao Estou Trabalhando"
